institution name,state,tot_grad,nonres_grad,pell_grad,urm_grad,ai_per,black_per,hispanic_per,pi_per,nonres_per,ai_grad,pi_grad,black_grad,hisp_grad
University of Alabama at Birmingham,Alabama,64,63,55,55.6875,0,25,7,0,3,55,100,57,51
Amridge University,Alabama,50,,,URM proportions reported; missing matching grad rates,0,66,3,0,0,,,,
University of Alabama in Huntsville,Alabama,63,68,50,50,1,9,7,0,1,33,,48,55
The University of Alabama,Alabama,73,73,59,62.47058824,0,11,6,0,1,58,57,60,67
Auburn University,Alabama,81,70,71,73,0,4,4,0,3,57,100,69,77
Birmingham-Southern College,Alabama,65,,60,50.57142857,0,15,6,0,2,,,44,67
Huntingdon College,Alabama,50,,46,54.12,0,19,6,0,0,,,51,64
Jacksonville State University,Alabama,52,49,43,37,0,24,0,0,2,29,0,37,60
University of Montevallo,Alabama,55,56,47,58.33333333,0,17,7,0,3,0,,56,64
University of North Alabama,Alabama,52,50,39,38.23529412,1,10,6,0,5,70,,31,45
Samford University,Alabama,78,64,68,69.55555556,0,5,4,0,1,,,70,69
Spring Hill College,Alabama,62,43,45,62.22727273,1,13,9,0,9,,50,52,77
Tuskegee University,Alabama,67,,97,74.12903226,0,91,2,2,0,,,74,80
Brookline College-Phoenix,Arizona,63,,100,28.88888889,7,13,32,1,0,,,100,0
Arizona State University Campus Immersion,Arizona,67,75,60,58.96774194,1,4,26,0,7,46,44,49,61
University of Arizona,Arizona,68,71,60,61.60606061,1,4,28,0,5,45,50,56,63
Embry-Riddle Aeronautical University-Prescott,Arizona,71,74,64,60.42105263,1,2,15,1,9,67,100,33,61
Northern Arizona University,Arizona,59,50,52,51.71875,3,3,26,0,2,33,39,42,55
Prescott College,Arizona,55,100,50,72.22222222,1,4,4,0,1,50,,100,50
University of Arkansas,Arkansas,69,77,54,62.3125,1,4,11,0,2,56,20,62,63
Arkansas State University,Arkansas,51,29,43,42.94444444,0,13,5,0,6,43,,41,48
University of Central Arkansas,Arkansas,50,31,41,43.33333333,0,17,7,0,4,56,,41,49
Harding University,Arkansas,69,82,57,54,0,5,4,0,5,67,,42,69
Hendrix College,Arkansas,69,100,65,73.05555556,1,8,9,0,3,100,,81,63
John Brown University,Arkansas,71,80,62,65.07692308,2,2,9,0,6,67,,50,68
Ouachita Baptist University,Arkansas,65,86,53,46.76923077,1,6,6,0,2,50,,31,62
Antelope Valley Community College District,California,100,,,100,0,13,63,0,0,,,,100
Art Center College of Design,California,75,77,81,77,0,1,10,0,44,,,67,78
Azusa Pacific University,California,61,71,41,52.55555556,0,6,38,1,4,75,71,34,55
Biola University,California,72,80,64,60.52,0,3,22,0,7,67,67,35,64
California Baptist University,California,63,52,57,53.81632653,1,7,40,1,2,50,46,43,56
California College of the Arts,California,72,83,52,65.15789474,0,4,15,0,36,0,100,47,70
California Institute of Technology,California,94,100,90,88.56,0,3,22,0,9,,,100,87
California Lutheran University,California,73,58,74,74.33333333,0,5,40,0,3,100,50,61,76
California Polytechnic State University-San Luis Obispo,California,85,81,81,79.59090909,0,1,21,0,1,86,71,92,79
California State University-Bakersfield,California,50,48,46,48.66666667,0,4,68,0,1,50,0,43,49
California State University-Stanislaus,California,55,44,54,52.78461538,0,2,62,1,1,67,33,56,53
California State University-San Bernardino,California,54,56,53,53.40789474,0,5,71,0,2,50,0,45,54
California State Polytechnic University-Pomona,California,66,60,62,59.46428571,0,3,53,0,2,71,57,50,60
California State University-Chico,California,64,61,58,59.97560976,0,3,38,0,2,40,43,47,61
California State University-Fresno,California,56,49,54,56.0952381,0,3,60,0,2,56,33,38,57
California State University-Fullerton,California,69,65,66,65.88888889,0,2,52,0,2,60,57,63,66
California State University-Long Beach,California,73,66,70,69.40740741,0,4,50,0,3,71,40,62,70
California State University-Los Angeles,California,51,47,51,50.35,0,4,76,0,1,0,29,38,51
California State University-Northridge,California,56,53,53,52.01639344,0,5,56,0,3,25,57,41,53
California State University-Sacramento,California,54,57,52,51.80434783,0,6,39,1,2,13,58,43,53
University of California-Berkeley,California,94,94,89,86.45454545,0,2,20,0,13,100,93,81,87
University of California-Davis,California,86,85,81,79.84615385,0,2,24,0,13,100,76,78,80
University of California-Irvine,California,87,86,85,80.72413793,0,2,27,0,13,100,82,77,81
University of California-Los Angeles,California,92,91,89,89.28,0,3,22,0,9,81,80,84,90
University of California-Riverside,California,76,65,75,73.85714286,0,3,39,0,4,67,75,72,74
University of California-San Diego,California,88,86,84,81.38461538,0,2,24,0,14,43,92,74,82
University of California-Santa Barbara,California,86,84,82,81,0,2,25,0,12,86,85,81,81
University of California-Santa Cruz,California,77,75,77,74.66666667,0,2,28,0,5,83,80,70,75
California Institute of the Arts,California,64,82,50,64,0,4,14,0,28,50,,50,68
California State University Maritime Academy,California,63,0,63,57.59259259,1,3,22,1,0,100,60,25,60
Chapman University,California,84,75,80,83.9,0,2,18,0,3,100,,74,85
Concordia University-Irvine,California,63,32,61,56.1,0,4,25,1,7,0,0,52,59
Claremont McKenna College,California,91,87,100,93.45454545,0,6,16,0,15,,,100,91
Design Institute of San Diego,California,75,100,,0,2,9,20,0,0,,,,0
Dharma Realm Buddhist University,California,100,,,No URM data submitted,,,,,,,,,
Dominican University of California,California,79,50,72,78.96969697,0,5,28,0,3,100,50,90,77
Fresno Pacific University,California,50,0,44,42.30434783,1,6,61,1,3,100,0,53,41
Harvey Mudd College,California,92,100,93,85.22222222,0,6,21,0,10,,100,86,85
Holy Names University,California,54,50,52,49.4375,0,19,29,2,5,,,44,53
Humphreys University-Stockton and Modesto Campuses,California,100,,100,100,1,6,43,1,14,,,,100
Interior Designers Institute,California,100,,,URM proportions reported; missing matching grad rates,1,4,15,0,3,,,,
American Jewish University,California,50,100,50,0,0,2,10,0,0,,,0,
University of La Verne,California,63,54,59,61.74285714,0,8,62,0,3,100,50,52,63
Laguna College of Art and Design,California,63,100,59,69.75,1,2,22,0,5,,0,100,67
Lincoln University,California,81,82,100,100,0,53,5,0,29,,,100,100
La Sierra University,California,54,59,50,47.36842105,0,6,51,0,9,,40,8,52
The Master's University and Seminary,California,73,33,79,89.09090909,0,2,20,0,0,,0,60,92
Loyola Marymount University,California,82,78,84,81.77419355,0,7,24,0,10,,100,81,82
Menlo College,California,57,58,56,59.10810811,1,4,31,2,22,,63,58,59
Mount Saint Mary's University,California,61,,62,61,0,7,56,0,1,,100,77,59
Occidental College,California,83,69,82,76.71428571,0,4,17,0,5,,,84,75
Otis College of Art and Design,California,62,62,66,70.76923077,0,6,20,0,26,33,,40,80
University of the Pacific,California,70,81,70,66.83333333,0,4,25,1,9,,100,45,69
Pepperdine University,California,84,79,86,89.36363636,0,4,18,0,9,80,100,82,91
Pitzer College,California,85,68,92,86.05555556,0,5,13,0,7,,,94,83
Point Loma Nazarene University,California,76,78,73,70.92857143,0,2,26,0,1,100,80,57,72
Pomona College,California,95,91,96,93.92307692,0,10,16,0,12,100,,89,97
University of Redlands,California,67,82,63,67.46938776,1,5,42,1,1,29,57,56,70
San Diego State University,California,78,73,71,74.8974359,0,4,35,0,3,71,77,74,75
University of San Diego,California,83,84,82,87.42857143,0,4,24,0,7,0,63,78,89
San Francisco Conservatory of Music,California,63,67,64,68.71428571,0,4,10,0,33,,,33,83
San Francisco State University,California,55,55,51,48.73333333,0,6,38,1,4,33,43,48,49
University of San Francisco,California,74,68,75,74.24137931,0,8,21,0,10,0,83,67,77
William Jessup University,California,52,17,41,41.57142857,1,8,24,2,3,67,50,41,40
San Jose State University,California,68,70,66,58.2,0,4,31,0,4,25,64,52,59
Santa Clara University,California,89,79,93,90.42857143,0,3,18,0,6,100,100,93,90
Scripps College,California,84,92,88,88.29411765,0,4,13,0,4,,100,86,89
Shasta Bible College and Graduate School,California,50,,100,URM proportions reported; missing matching grad rates,0,0,17,0,0,,,,
Shasta College,California,100,,100,100,2,2,19,0,0,,,100,
Saint Mary's College of California,California,72,58,79,67.22222222,0,5,30,1,3,100,80,60,68
Sonoma State University,California,60,68,57,59.72727273,0,3,41,0,1,60,50,56,60
Vanguard University of Southern California,California,60,33,56,57.78846154,0,5,47,0,0,0,100,37,60
Southern California Institute of Architecture,California,81,93,0,50,0,2,12,0,56,,,,50
University of Southern California,California,92,90,92,89.2173913,0,6,17,0,14,67,100,87,90
Thomas Aquinas College,California,85,100,77,92,0,0,20,0,6,,,,92
Westmont College,California,74,78,68,68.4,0,2,23,0,2,20,100,50,70
Whittier College,California,66,33,65,67.48979592,0,5,44,0,8,100,50,63,68
Woodbury University,California,55,45,56,58.91891892,1,4,33,0,6,,,17,64
University of Colorado Boulder,Colorado,75,72,68,67,0,2,13,0,3,57,67,67,67
Colorado Christian University,Colorado,61,,57,47.37037037,1,12,14,0,0,33,,42,53
Colorado College,Colorado,86,93,88,76.78571429,0,3,11,0,6,60,,87,74
Colorado School of Mines,Colorado,82,85,78,75,0,1,12,0,3,50,100,75,75
Colorado State University-Fort Collins,Colorado,67,73,59,60.21052632,1,2,16,0,2,30,22,61,62
University of Denver,Colorado,77,79,75,73.47058824,0,3,14,0,3,100,,71,74
Nazarene Bible College,Colorado,67,,100,0,1,6,8,0,0,,,,0
University of Northern Colorado,Colorado,52,44,46,44.90322581,0,4,27,0,1,45,11,51,44
Regis University,Colorado,67,50,57,65.93939394,0,5,28,0,2,100,100,60,67
United States Air Force Academy,Colorado,100,100,,99.68421053,0,6,12,1,1,100,100,99,100
Albertus Magnus College,Connecticut,50,50,49,44.12727273,0,31,24,0,4,0,,45,43
Central Connecticut State University,Connecticut,53,42,47,47,0,13,18,0,2,25,0,47,47
Charter Oak State College,Connecticut,100,,100,URM proportions reported; missing matching grad rates,0,17,20,0,1,,,,
Connecticut College,Connecticut,84,87,88,88,0,4,12,0,8,,,88,88
University of Connecticut,Connecticut,83,79,74,75,0,7,15,0,9,50,100,75,75
Eastern Connecticut State University,Connecticut,60,50,50,44.40909091,0,9,13,0,0,67,,45,44
Fairfield University,Connecticut,84,74,75,76.375,0,1,7,0,2,0,,72,77
University of Hartford,Connecticut,60,61,43,50.21875,0,17,15,0,5,50,0,46,55
Mitchell College,Connecticut,63,,58,66.64516129,0,14,17,0,0,0,0,48,82
University of New Haven,Connecticut,62,64,54,51.63333333,0,11,19,0,2,100,50,51,52
Paier College,Connecticut,50,,50,50,0,21,21,1,0,,,0,100
Quinnipiac University,Connecticut,77,68,66,66,0,4,11,0,2,100,,55,70
Sacred Heart University,Connecticut,73,43,58,65.25,0,4,12,0,1,,,54,69
University of Saint Joseph,Connecticut,61,80,51,48.75862069,0,11,18,0,1,0,,50,48
Southern Connecticut State University,Connecticut,53,50,49,46.75609756,0,18,23,0,1,0,0,49,45
Trinity College,Connecticut,84,86,82,81.14285714,0,6,8,0,14,,,68,91
United States Coast Guard Academy,Connecticut,87,86,,85.85714286,0,3,11,0,3,,,78,88
Wesleyan University,Connecticut,93,92,96,95.64705882,0,6,11,0,10,50,100,95,96
Western Connecticut State University,Connecticut,51,0,46,43.25,0,9,27,0,0,100,,44,43
Yale University,Connecticut,98,98,93,96.04347826,0,8,15,0,10,92,100,98,95
University of Delaware,Delaware,82,79,69,74.4,0,6,9,0,6,63,100,72,76
Goldey-Beacom College,Delaware,59,55,51,54.15384615,0,23,16,0,8,,,48,63
American University,District of Columbia,79,77,80,77.36842105,0,7,12,0,11,100,100,78,77
The Catholic University of America,District of Columbia,76,75,69,69.16,0,8,17,0,3,,,61,73
University of the District of Columbia,District of Columbia,54,68,53,53.82051282,0,56,22,0,4,,,51,61
George Washington University,District of Columbia,85,83,85,82.47619048,0,8,13,0,9,,100,80,84
Georgetown University,District of Columbia,96,97,90,92.91666667,0,5,7,0,14,,,90,95
Howard University,District of Columbia,70,86,65,65.45833333,1,65,6,0,4,0,33,69,38
Baptist University of Florida,Florida,56,,47,55.83333333,1,5,3,0,0,0,,67,
Lynn University,Florida,52,59,51,46.66666667,0,10,20,0,14,50,0,54,43
Albizu University-Miami,Florida,67,,67,60,0,1,84,0,0,,,,60
University of Central Florida,Florida,76,61,72,73.75,0,10,30,0,3,67,100,73,74
Eckerd College,Florida,68,47,54,60.36363636,0,2,9,0,4,100,100,71,58
Embry-Riddle Aeronautical University-Daytona Beach,Florida,63,62,58,54.66666667,0,4,11,0,9,,50,51,56
Florida Agricultural and Mechanical University,Florida,60,83,59,60.19354839,0,88,5,0,0,,,61,46
Florida Atlantic University,Florida,62,57,62,65,0,18,29,0,3,33,100,65,65
Flagler College,Florida,57,68,51,68.2,0,3,12,0,3,50,0,57,71
AdventHealth University,Florida,52,100,49,47.90566038,0,16,37,0,4,,,50,47
Florida Institute of Technology,Florida,67,70,60,68.42105263,0,5,14,0,22,0,50,64,70
Florida International University,Florida,69,70,70,69.93670886,0,12,67,0,7,33,100,64,71
Florida Southern College,Florida,68,50,61,59.13636364,1,6,15,0,4,86,,45,63
Florida State University,Florida,85,77,83,86.25806452,0,8,23,0,2,62,100,87,86
University of Florida,Florida,90,84,86,87.96551724,0,5,24,0,3,75,100,83,89
Hobe Sound Bible College,Florida,53,100,73,100,0,4,7,2,1,,,,100
Jacksonville University,Florida,53,52,48,45.5625,0,17,15,0,6,50,100,39,53
Keiser University-Ft Lauderdale,Florida,53,63,47,52.64,1,18,31,0,2,40,,51,54
University of Miami,Florida,84,80,81,82.54545455,0,9,24,0,9,100,0,76,85
University of North Florida,Florida,63,67,63,62.57142857,0,12,16,0,2,33,100,66,60
Nova Southeastern University,Florida,62,59,54,58.10204082,0,15,34,0,5,100,,47,63
Palm Beach Atlantic University,Florida,56,56,48,47.12,0,8,17,0,6,25,100,24,58
Ringling College of Art and Design,Florida,77,74,72,77.29411765,0,3,14,0,21,100,,88,75
Rollins College,Florida,78,80,78,74.69565217,0,6,17,0,9,0,,71,76
St. John Vianney College Seminary,Florida,50,50,50,0,0,7,31,0,26,,,,0
University of South Florida,Florida,74,79,74,72.26666667,0,8,22,0,9,100,71,73,72
Stetson University,Florida,64,60,59,57.96774194,0,12,19,0,7,,,69,51
Talmudic College of Florida,Florida,55,67,0,URM proportions reported; missing matching grad rates,0,0,0,0,12,,,,
The University of Tampa,Florida,66,68,58,53.2,0,3,12,0,5,100,,58,52
Rasmussen University-Florida,Florida,50,,100,URM proportions reported; missing matching grad rates,1,23,17,0,0,,,,
University of West Florida,Florida,53,59,51,45.85714286,0,10,11,0,3,25,100,49,43
Agnes Scott College,Georgia,77,78,76,77.93617021,0,33,14,0,3,,0,83,66
Berry College,Georgia,65,67,66,71.88888889,0,8,10,0,0,,,73,71
Covenant College,Georgia,73,75,70,85,1,1,0,0,3,100,,70,50
Emory University,Georgia,90,87,93,89.57894737,0,8,11,0,18,,,89,90
Georgia Institute of Technology-Main Campus,Georgia,93,96,88,86,0,8,8,0,10,100,,80,92
Georgia College & State University,Georgia,62,57,60,68,0,3,6,0,1,0,0,72,66
Georgia Southern University,Georgia,54,63,48,50.27272727,0,25,8,0,1,45,0,51,48
Georgia State University,Georgia,55,73,53,56.5,0,42,14,0,3,100,0,56,58
University of Georgia,Georgia,87,84,82,85.53846154,0,6,7,0,1,67,75,85,86
LaGrange College,Georgia,51,50,45,43.66666667,0,26,4,0,2,0,,35,100
Mercer University,Georgia,74,65,69,71.6,0,32,8,0,2,100,100,72,70
Morehouse College,Georgia,59,25,53,59,0,98,0,0,0,33,,59,100
Oglethorpe University,Georgia,56,62,53,45,0,22,22,0,7,,,48,42
Savannah College of Art and Design,Georgia,73,76,64,61.7,1,12,7,0,17,55,67,58,69
Spelman College,Georgia,74,100,73,73.88372093,1,85,0,0,0,64,,74,
Chaminade University of Honolulu,Hawaii,66,,59,68.24,0,2,12,11,0,100,70,36,72
University of Hawaii at Manoa,Hawaii,62,73,59,45.52941176,0,1,14,2,4,13,46,38,46
Boise State University,Idaho,59,72,46,52.625,0,2,14,0,1,44,17,50,53
University of Idaho,Idaho,61,74,53,60.07692308,1,1,11,0,4,63,25,36,62
The College of Idaho,Idaho,60,84,53,54.05555556,1,2,14,1,18,50,67,64,52
Northwest Nazarene University,Idaho,58,71,44,31.93333333,1,2,13,0,1,,,25,33
American Academy of Art College,Illinois,59,,56,64,0,14,36,0,0,,0,,64
School of the Art Institute of Chicago,Illinois,67,77,57,65.06666667,0,4,11,0,30,,,68,64
Augustana College,Illinois,78,74,63,70.47058824,0,4,13,0,15,,100,72,70
Aurora University,Illinois,60,0,56,56.66666667,0,6,39,0,1,0,50,48,58
Bradley University,Illinois,76,65,71,66.86956522,0,9,14,0,2,100,,62,70
University of Chicago,Illinois,96,98,92,92.82608696,0,7,16,0,16,100,,97,91
DePaul University,Illinois,69,73,61,59.83333333,0,7,23,0,3,40,67,56,61
Eastern Illinois University,Illinois,55,26,47,43.51612903,0,15,16,0,2,50,,43,44
Elmhurst University,Illinois,64,100,59,58.39393939,0,5,28,0,3,100,,27,64
Eureka College,Illinois,51,100,39,30.66666667,1,12,8,0,1,0,,27,40
Greenville University,Illinois,58,54,55,49.05,0,13,7,0,14,0,0,55,38
University of Illinois Chicago,Illinois,62,68,58,52.54545455,0,8,36,0,8,,50,55,52
Benedictine University,Illinois,53,100,50,41.96428571,1,9,18,0,2,50,50,31,47
University of Illinois Urbana-Champaign,Illinois,85,88,77,73.78947368,0,6,13,0,15,67,50,69,76
Illinois Wesleyan University,Illinois,79,81,77,76.875,0,7,9,0,5,,,78,76
Illinois College,Illinois,67,85,64,55.05263158,0,9,10,0,5,100,,44,65
Illinois Institute of Technology,Illinois,75,72,74,73.2,0,5,20,0,19,,,74,73
Illinois State University,Illinois,67,53,53,50.5,0,11,13,0,1,50,50,44,56
Judson University,Illinois,53,20,39,50.8,0,12,33,0,6,,,42,54
Knox College,Illinois,75,78,75,74.84210526,0,6,13,0,18,,,68,78
Lake Forest College,Illinois,78,68,79,79.52173913,0,3,20,0,15,100,,83,79
Lewis University,Illinois,62,67,55,48.96774194,0,7,24,0,2,,100,42,51
Lincoln Christian University,Illinois,66,100,56,36.64285714,0,11,3,0,3,,,33,50
Loyola University Chicago,Illinois,73,71,68,62.11111111,0,6,21,0,3,67,67,59,63
McKendree University,Illinois,55,58,46,35.82352941,0,11,6,0,13,,,39,30
Methodist College,Illinois,74,,67,URM proportions reported; missing matching grad rates,0,15,3,0,0,,,,
Millikin University,Illinois,58,50,46,31.72727273,0,18,4,0,7,,,27,53
Monmouth College,Illinois,57,57,44,49,0,9,12,0,2,0,,45,52
Moody Bible Institute,Illinois,60,70,52,49.4,0,6,9,0,10,,100,29,63
North Central College,Illinois,63,89,55,56.47619048,0,5,16,0,5,,,58,56
North Park University,Illinois,55,,51,47.69767442,0,9,34,0,10,,0,39,50
Northern Illinois University,Illinois,53,63,43,40.06666667,0,21,24,0,1,100,0,31,48
Northwestern University,Illinois,97,93,97,95.33333333,0,7,14,0,10,100,100,92,97
Olivet Nazarene University,Illinois,67,56,51,50.77272727,0,9,12,1,2,,100,41,54
Principia College,Illinois,77,85,,75,0,3,6,0,39,,,,75
Quincy University,Illinois,50,100,36,25.5,0,10,6,0,5,,,21,33
Dominican University,Illinois,59,,54,56.30985915,0,5,66,0,1,0,,34,58
University of St Francis,Illinois,65,20,48,61.63157895,0,9,29,0,3,50,,54,64
Saint Xavier University,Illinois,53,,47,46.81967213,0,12,49,0,0,,,42,48
University of Illinois Springfield,Illinois,54,69,44,42.08333333,0,13,11,0,4,,,43,41
Southern Illinois University-Edwardsville,Illinois,52,43,40,33.8,0,14,6,0,3,67,50,32,38
Trinity Christian College,Illinois,69,57,63,39.78125,0,13,19,0,7,50,,0,67
Trinity International University-Illinois,Illinois,50,50,39,30,0,18,18,1,3,,,10,50
VanderCook College of Music,Illinois,57,,45,22.32352941,0,11,23,0,11,,,0,33
Wheaton College,Illinois,88,77,85,79.81818182,0,3,8,0,3,100,,82,79
Anderson University,Indiana,59,50,39,38.25,0,10,6,0,1,33,0,27,57
Ball State University,Indiana,64,73,65,59.1875,0,9,7,0,1,,50,57,62
Bethel University,Indiana,56,50,53,47.47368421,0,8,11,0,6,,,44,50
Butler University,Indiana,79,64,66,73.4,0,4,6,0,1,100,100,74,73
DePauw University,Indiana,79,81,78,78,0,6,8,0,21,50,,70,84
Earlham College,Indiana,75,90,67,61.93333333,0,7,8,0,19,,,71,54
University of Evansville,Indiana,65,66,51,40.83333333,0,7,5,0,5,,,40,42
Franklin College,Indiana,63,100,52,47,0,5,5,0,1,0,,44,50
Goshen College,Indiana,64,100,54,42.32352941,0,5,29,0,11,0,,50,41
Grace College and Theological Seminary,Indiana,66,75,56,47.8,0,3,7,0,4,,,31,55
Hanover College,Indiana,69,50,68,68,1,5,3,0,5,0,100,84,64
Huntington University,Indiana,69,67,63,33.5,1,3,3,0,3,,,0,67
Indiana University-Indianapolis,Indiana,56,65,47,49.13043478,0,10,13,0,3,100,33,48,50
University of Indianapolis,Indiana,60,56,50,46.28571429,0,12,9,0,12,33,0,42,52
University of Southern Indiana,Indiana,51,75,40,44,0,4,4,0,1,0,,44,44
Indiana University-Bloomington,Indiana,81,85,70,74.66666667,0,4,8,0,5,83,100,68,78
Marian University,Indiana,64,50,51,44.44444444,0,15,12,0,3,0,,40,50
Indiana Wesleyan University-Marion,Indiana,66,50,55,43.44444444,0,5,4,0,1,,0,39,49
Mid-America College of Funeral Service,Indiana,100,,,URM proportions reported; missing matching grad rates,0,10,1,1,0,,,,
University of Notre Dame,Indiana,96,94,93,95.58823529,0,4,13,0,7,,,91,97
Rose-Hulman Institute of Technology,Indiana,81,89,70,86.11111111,0,4,5,0,8,100,100,100,75
University of Saint Francis-Fort Wayne,Indiana,55,100,45,41,0,11,10,0,3,0,,31,52
Saint Mary-of-the-Woods College,Indiana,52,50,45,50,0,8,8,0,1,,,33,67
Saint Mary's College,Indiana,75,78,77,72.05882353,0,2,15,0,1,100,100,80,71
Taylor University,Indiana,78,87,66,65,0,3,5,0,4,67,100,60,68
Trine University,Indiana,65,50,56,46,0,3,6,0,1,0,,32,53
Valparaiso University,Indiana,70,60,56,53.625,0,6,10,0,4,0,,53,54
Wabash College,Indiana,75,91,65,59.26666667,0,4,11,0,5,,,60,59
Buena Vista University,Iowa,58,40,48,54.35714286,1,3,11,0,1,,,8,67
Central College,Iowa,71,,70,56.25,0,3,5,0,0,50,,25,75
Clarke University,Iowa,58,,46,40.04545455,0,13,9,0,7,,40,29,56
Coe College,Iowa,65,75,55,53.91304348,0,10,13,0,3,100,,46,60
Cornell College,Iowa,63,80,56,60.88235294,1,7,9,0,3,50,,43,76
Divine Word College,Iowa,100,100,,URM proportions reported; missing matching grad rates,0,0,1,0,85,,,100,
Dordt University,Iowa,68,66,69,50.25,0,1,3,0,10,100,,33,56
Drake University,Iowa,75,70,66,59.38461538,0,6,7,0,4,50,,61,58
Emmaus Bible College,Iowa,52,,52,10,1,6,3,0,3,100,,0,0
Grand View University,Iowa,52,67,41,37,0,10,10,0,3,50,100,20,54
Grinnell College,Iowa,88,89,90,91.33333333,0,4,8,0,19,,,80,97
Iowa State University,Iowa,74,71,64,62.1,0,3,7,0,3,56,75,60,63
University of Iowa,Iowa,74,78,62,63.5,0,3,9,0,2,45,80,59,65
Loras College,Iowa,68,75,51,64.66666667,0,5,10,0,4,,,64,65
Luther College,Iowa,74,83,54,57.63636364,1,3,7,0,11,100,,31,63
Maharishi International University,Iowa,50,100,40,19.04761905,1,10,11,0,2,,,40,0
Morningside University,Iowa,56,50,41,40.76923077,1,4,8,0,8,50,0,50,35
Mount Mercy University,Iowa,57,64,47,52.22222222,0,7,2,0,7,100,,50,60
University of Northern Iowa,Iowa,64,63,57,52.33333333,0,3,6,0,1,46,50,51,53
Northwestern College,Iowa,63,67,51,39.11111111,0,2,7,0,4,100,,29,42
Saint Ambrose University,Iowa,64,67,50,46.33333333,0,5,10,0,3,100,,25,57
Simpson College,Iowa,67,50,59,53.38461538,0,4,9,0,2,,0,43,58
Wartburg College,Iowa,67,75,48,35,0,4,4,0,6,,,26,44
